"Date","Value"
"01/14/2013",3.236
"01/21/2013",3.254
"01/28/2013",3.296
"02/04/2013",3.471
"02/11/2013",3.537
"02/18/2013",3.69
"02/25/2013",3.722
"03/04/2013",3.698
"03/11/2013",3.644
"03/18/2013",3.633
"03/25/2013",3.616
"04/01/2013",3.572
"04/08/2013",3.539
"04/15/2013",3.469
"04/22/2013",3.472
"04/29/2013",3.455
"05/06/2013",3.478
"05/13/2013",3.543
"05/20/2013",3.636
"05/27/2013",3.601
"06/03/2013",3.61
"06/10/2013",3.619
"06/17/2013",3.577
"06/24/2013",3.498
"07/01/2013",3.41
"07/08/2013",3.413
"07/15/2013",3.57
"07/22/2013",3.612
"07/29/2013",3.57
"08/05/2013",3.566
"08/12/2013",3.493
"08/19/2013",3.496
"08/26/2013",3.504
"09/02/2013",3.575
"09/09/2013",3.54
"09/16/2013",3.475
"09/23/2013",3.425
"09/30/2013",3.354
"10/07/2013",3.298
"10/14/2013",3.296
"10/21/2013",3.31
"10/28/2013",3.235
"11/04/2013",3.209
"11/11/2013",3.133
"11/18/2013",3.161
"11/25/2013",3.241
"12/02/2013",3.209
"12/09/2013",3.208
"12/16/2013",3.165
"12/23/2013",3.198
"12/30/2013",3.264
"01/06/2014",3.261
"01/13/2014",3.267
"01/20/2014",3.24
"01/27/2014",3.241
"02/03/2014",3.243
"02/10/2014",3.257
"02/17/2014",3.326
"02/24/2014",3.394
"03/03/2014",3.421
"03/10/2014",3.452
"03/17/2014",3.489
"03/24/2014",3.487
"03/31/2014",3.521
"04/07/2014",3.533
"04/14/2014",3.581
"04/21/2014",3.612
"04/28/2014",3.635
"05/05/2014",3.606
"05/12/2014",3.597
"05/19/2014",3.593
"05/26/2014",3.607
"06/02/2014",3.624
"06/09/2014",3.61
"06/16/2014",3.621
"06/23/2014",3.639
"06/30/2014",3.635
"07/07/2014",3.605
"07/14/2014",3.56
"07/21/2014",3.523
"07/28/2014",3.468
"08/04/2014",3.449
"08/11/2014",3.447
"08/18/2014",3.408
"08/25/2014",3.397
"09/01/2014",3.41
"09/08/2014",3.406
"09/15/2014",3.352
"09/22/2014",3.296
"09/29/2014",3.304
"10/06/2014",3.246
"10/13/2014",3.147
"10/20/2014",3.07
"10/27/2014",3.016
"11/03/2014",2.956
"11/10/2014",2.907
"11/17/2014",2.856
"11/24/2014",2.781
"12/01/2014",2.738
"12/08/2014",2.634
"12/15/2014",2.499
"12/22/2014",2.341
"12/29/2014",2.229
"01/05/2015",2.136
"01/12/2015",2.066
"01/19/2015",1.999
"01/26/2015",1.982
"02/02/2015",2.013
"02/09/2015",2.133
"02/16/2015",2.206
"02/23/2015",2.256
"03/02/2015",2.36
"03/09/2015",2.367
"03/16/2015",2.339
"03/23/2015",2.347
"03/30/2015",2.348
"04/06/2015",2.315
"04/13/2015",2.317
"04/20/2015",2.393
"04/27/2015",2.451
"05/04/2015",2.517
"05/11/2015",2.547
"05/18/2015",2.604
"05/25/2015",2.642
"06/01/2015",2.656
"06/08/2015",2.668
"06/15/2015",2.744
"06/22/2015",2.72
"06/29/2015",2.713
"07/06/2015",2.702
"07/13/2015",2.694
"07/20/2015",2.661
"07/27/2015",2.605
"08/03/2015",2.555
"08/10/2015",2.505
"08/17/2015",2.608
"08/24/2015",2.534
"08/31/2015",2.406
"09/07/2015",2.337
"09/14/2015",2.28
"09/21/2015",2.237
"09/28/2015",2.246
"10/05/2015",2.252
"10/12/2015",2.283
"10/19/2015",2.22
"10/26/2015",2.166
"11/02/2015",2.17
"11/09/2015",2.172
"11/16/2015",2.11
"11/23/2015",2.015
"11/30/2015",1.974
"12/07/2015",1.969
"12/14/2015",1.953
"12/21/2015",1.929
"12/28/2015",1.933
"01/04/2016",1.922
"01/11/2016",1.888
"01/18/2016",1.81
"01/25/2016",1.752
"02/01/2016",1.729
"02/08/2016",1.663
"02/15/2016",1.638
"02/22/2016",1.661
"02/29/2016",1.715
"03/07/2016",1.782
"03/14/2016",1.888
"03/21/2016",1.935
"03/28/2016",1.976
"04/04/2016",1.994
"04/11/2016",1.981
"04/18/2016",2.053
"04/25/2016",2.08
"05/02/2016",2.168
"05/09/2016",2.143
"05/16/2016",2.17
"05/23/2016",2.235
"05/30/2016",2.281
"06/06/2016",2.328
"06/13/2016",2.343
"06/20/2016",2.29
"06/27/2016",2.25
"07/04/2016",2.205
"07/11/2016",2.171
"07/18/2016",2.148
"07/25/2016",2.105
"08/01/2016",2.091
"08/08/2016",2.087
"08/15/2016",2.096
"08/22/2016",2.136
"08/29/2016",2.187
"09/05/2016",2.17
"09/12/2016",2.138
"09/19/2016",2.17
"09/26/2016",2.166
"10/03/2016",2.184
"10/10/2016",2.216
"10/17/2016",2.198
"10/24/2016",2.175
"10/31/2016",2.159
"11/07/2016",2.157
"11/14/2016",2.105
"11/21/2016",2.078
"11/28/2016",2.079
"12/05/2016",2.137
"12/12/2016",2.174
"12/19/2016",2.203
"12/26/2016",2.254
"01/02/2017",2.319
"01/09/2017",2.328
"01/16/2017",2.298
"01/23/2017",2.258
"01/30/2017",2.224
"02/06/2017",2.221
"02/13/2017",2.228
"02/20/2017",2.224
"02/27/2017",2.233
"03/06/2017",2.264
"03/13/2017",2.242
"03/20/2017",2.238
"03/27/2017",2.228
"04/03/2017",2.281
"04/10/2017",2.351
"04/17/2017",2.356
"04/24/2017",2.372
"05/01/2017",2.331
"05/08/2017",2.288
"05/15/2017",2.283
"05/22/2017",2.306
"05/29/2017",2.308
"06/05/2017",2.325
"06/12/2017",2.276
"06/19/2017",2.224
"06/26/2017",2.201
"07/03/2017",2.163
"07/10/2017",2.21
"07/17/2017",2.188
"07/24/2017",2.224
"07/31/2017",2.269
"08/07/2017",2.29
"08/14/2017",2.301
"08/21/2017",2.273
"08/28/2017",2.322
"09/04/2017",2.604
"09/11/2017",2.61
"09/18/2017",2.559
"09/25/2017",2.508
"10/02/2017",2.493
"10/09/2017",2.426
"10/16/2017",2.413
"10/23/2017",2.406
"10/30/2017",2.41
"11/06/2017",2.468
"11/13/2017",2.504
"11/20/2017",2.48
"11/27/2017",2.444
"12/04/2017",2.41
"12/11/2017",2.401
"12/18/2017",2.358
"12/25/2017",2.384
"01/01/2018",2.436
"01/08/2018",2.429
"01/15/2018",2.473
"01/22/2018",2.482
"01/29/2018",2.516
"02/05/2018",2.544
"02/12/2018",2.511
"02/19/2018",2.455
"02/26/2018",2.442
"03/05/2018",2.462
"03/12/2018",2.455
"03/19/2018",2.494
"03/26/2018",2.541
"04/02/2018",2.592
"04/09/2018",2.587
"04/16/2018",2.644
"04/23/2018",2.696
"04/30/2018",2.741
"05/07/2018",2.733
"05/14/2018",2.786
"05/21/2018",2.834
"05/28/2018",2.877
"06/04/2018",2.849
"06/11/2018",2.822
"06/18/2018",2.79
"06/25/2018",2.745
"07/02/2018",2.762
"07/09/2018",2.774
"07/16/2018",2.79
"07/23/2018",2.754
"07/30/2018",2.772
"08/06/2018",2.781
"08/13/2018",2.774
"08/20/2018",2.755
"08/27/2018",2.761
"09/03/2018",2.759
"09/10/2018",2.765
"09/17/2018",2.771
"09/24/2018",2.779
"10/01/2018",2.796
"10/08/2018",2.829
"10/15/2018",2.806
"10/22/2018",2.763
"10/29/2018",2.732
"11/05/2018",2.67
"11/12/2018",2.604
"11/19/2018",2.525
"11/26/2018",2.445
"12/03/2018",2.35
"12/10/2018",2.325
"12/17/2018",2.268
"12/24/2018",2.216
"12/31/2018",2.156
"01/07/2019",2.128
"01/14/2019",2.143
"01/21/2019",2.147
"01/28/2019",2.162
"02/04/2019",2.162
"02/11/2019",2.187
"02/18/2019",2.23
"02/25/2019",2.311
"03/04/2019",2.352
"03/11/2019",2.399
"03/18/2019",2.477
"03/25/2019",2.544
"04/01/2019",2.611
"04/08/2019",2.65
"04/15/2019",2.725
"04/22/2019",2.723
"04/29/2019",2.761
"05/06/2019",2.771
"05/13/2019",2.735
"05/20/2019",2.723
"05/27/2019",2.696
"06/03/2019",2.691
"06/10/2019",2.62
"06/17/2019",2.553
"06/24/2019",2.541
"07/01/2019",2.608
"07/08/2019",2.644
"07/15/2019",2.682
"07/22/2019",2.653
"07/29/2019",2.615
"08/05/2019",2.588
"08/12/2019",2.524
"08/19/2019",2.501
"08/26/2019",2.471
"09/02/2019",2.461
"09/09/2019",2.45
"09/16/2019",2.454
"09/23/2019",2.561
"09/30/2019",2.518
"10/07/2019",2.513
"10/14/2019",2.495
"10/21/2019",2.512
"10/28/2019",2.469
"11/04/2019",2.485
"11/11/2019",2.493
"11/18/2019",2.473
"11/25/2019",2.469
"12/02/2019",2.485
"12/09/2019",2.478
"12/16/2019",2.448
"12/23/2019",2.447
"12/30/2019",2.488
"01/06/2020",2.494
"01/13/2020",2.482
"01/20/2020",2.448
"01/27/2020",2.412
"02/03/2020",2.358
"02/10/2020",2.324
"02/17/2020",2.337
"02/24/2020",2.373
"03/02/2020",2.324
"03/09/2020",2.272
"03/16/2020",2.139
"03/23/2020",2.007
"03/30/2020",1.886
"04/06/2020",1.8
"04/13/2020",1.735
"04/20/2020",1.694
"04/27/2020",1.655
"05/04/2020",1.68
"05/11/2020",1.75
"05/18/2020",1.776
"05/25/2020",1.87
"06/01/2020",1.883
"06/08/2020",1.947
"06/15/2020",2.017
"06/22/2020",2.048
"06/29/2020",2.094
"07/06/2020",2.1
"07/13/2020",2.113
"07/20/2020",2.099
"07/27/2020",2.085
"08/03/2020",2.085
"08/10/2020",2.078
"08/17/2020",2.077
"08/24/2020",2.09
"08/31/2020",2.135
"09/07/2020",2.122
"09/14/2020",2.091
"09/21/2020",2.078
"09/28/2020",2.088
"10/05/2020",2.091
"10/12/2020",2.084
"10/19/2020",2.064
"10/26/2020",2.053
"11/02/2020",2.021
"11/09/2020",2.004
"11/16/2020",2.018
"11/23/2020",2.009
"11/30/2020",2.022
"12/07/2020",2.063
"12/14/2020",2.063
"12/21/2020",2.137
"12/28/2020",2.158
"01/04/2021",2.16
"01/11/2021",2.232
"01/18/2021",2.285
"01/25/2021",2.298
"02/01/2021",2.316
"02/08/2021",2.372
"02/15/2021",2.409
"02/22/2021",2.549
"03/01/2021",2.625
"03/08/2021",2.684
"03/15/2021",2.766
"03/22/2021",2.78
"03/29/2021",2.771
"04/05/2021",2.777
"04/12/2021",2.763
"04/19/2021",2.767
"04/26/2021",2.776
"05/03/2021",2.79
"05/10/2021",2.86
"05/17/2021",2.928
"05/24/2021",2.92
"05/31/2021",2.927
"06/07/2021",2.935
"06/14/2021",2.97
"06/21/2021",2.961
"06/28/2021",2.99
"07/05/2021",3.032
"07/12/2021",3.039
"07/19/2021",3.061
"07/26/2021",3.044
"08/02/2021",3.059
"08/09/2021",3.081
"08/16/2021",3.079
"08/23/2021",3.048
"08/30/2021",3.041
"09/06/2021",3.08
"09/13/2021",3.068
"09/20/2021",3.094
"09/27/2021",3.08
"10/04/2021",3.093
"10/11/2021",3.173
"10/18/2021",3.225
"10/25/2021",3.279
"11/01/2021",3.28
"11/08/2021",3.294
"11/15/2021",3.277
"11/22/2021",3.271
"11/29/2021",3.253
"12/06/2021",3.204
"12/13/2021",3.178
"12/20/2021",3.154
"12/27/2021",3.136
"01/03/2022",3.141
"01/10/2022",3.164
"01/17/2022",3.182
"01/24/2022",3.199
"01/31/2022",3.249
"02/07/2022",3.33
"02/14/2022",3.372
"02/21/2022",3.41
"02/28/2022",3.486
"03/07/2022",3.963
"03/14/2022",4.18
"03/21/2022",4.091
"03/28/2022",4.078
"04/04/2022",4.021
"04/11/2022",3.943
"04/18/2022",3.915
"04/25/2022",3.959
"05/02/2022",4.031
"05/09/2022",4.161
"05/16/2022",4.32
"05/23/2022",4.41
"05/30/2022",4.439
"06/06/2022",4.702
"06/13/2022",4.844
"06/20/2022",4.798
"06/27/2022",4.71
"07/04/2022",4.619
"07/11/2022",4.501
"07/18/2022",4.35
"07/25/2022",4.183
"08/01/2022",4.034
"08/08/2022",3.879
"08/15/2022",3.78
"08/22/2022",3.724
"08/29/2022",3.691
"09/05/2022",3.617
"09/12/2022",3.551
"09/19/2022",3.513
"09/26/2022",3.569
"10/03/2022",3.592
"10/10/2022",3.723
"10/17/2022",3.692
"10/24/2022",3.609
"10/31/2022",3.57
"11/07/2022",3.628
"11/14/2022",3.606
"11/21/2022",3.498
"11/28/2022",3.389
"12/05/2022",3.26
"12/12/2022",3.109
"12/19/2022",2.994
"12/26/2022",2.971
"01/02/2023",3.123
"01/09/2023",3.167
"01/16/2023",3.225
"01/23/2023",3.34
"01/30/2023",3.417
"02/06/2023",3.362
"02/13/2023",3.311
"02/20/2023",3.293
"02/27/2023",3.25
"03/06/2023",3.288
"03/13/2023",3.35
"03/20/2023",3.321
"03/27/2023",3.304
"04/03/2023",3.384
"04/10/2023",3.493
"04/17/2023",3.553
"04/24/2023",3.542
"05/01/2023",3.48
"05/08/2023",3.407
"05/15/2023",3.415
"05/22/2023",3.416
"05/29/2023",3.443
"06/05/2023",3.414
"06/12/2023",3.475
"06/19/2023",3.449
"06/26/2023",3.445
"07/03/2023",3.397
"07/10/2023",3.42
"07/17/2023",3.438
"07/24/2023",3.479
"07/31/2023",3.65
"08/07/2023",3.731
"08/14/2023",3.746
"08/21/2023",3.746
"08/28/2023",3.684
"09/04/2023",3.68
"09/11/2023",3.692
"09/18/2023",3.724
"09/25/2023",3.663
"10/02/2023",3.598
"10/09/2023",3.506
"10/16/2023",3.404
"10/23/2023",3.369
"10/30/2023",3.32
"11/06/2023",3.245
"11/13/2023",3.212
"11/20/2023",3.144
"11/27/2023",3.088
"12/04/2023",3.104
"12/11/2023",3.014
"12/18/2023",2.931
"12/25/2023",3.005
"01/01/2024",2.966
"01/08/2024",2.945
"01/15/2024",2.944
"01/22/2024",2.95
"01/29/2024",2.979
"02/05/2024",3.021
"02/12/2024",3.083
"02/19/2024",3.159
"02/26/2024",3.145
"03/04/2024",3.243
"03/11/2024",3.27
"03/18/2024",3.348
"03/25/2024",3.409
"04/01/2024",3.401
"04/08/2024",3.448
"04/15/2024",3.479
"04/22/2024",3.506
"04/29/2024",3.498
"05/06/2024",3.487
"05/13/2024",3.463
"05/20/2024",3.451
"05/27/2024",3.434
"06/03/2024",3.376
"06/10/2024",3.297
"06/17/2024",3.31
"06/24/2024",3.322
"07/01/2024",3.371
"07/08/2024",3.384
"07/15/2024",3.388
"07/22/2024",3.364
"07/29/2024",3.381
"08/05/2024",3.357
"08/12/2024",3.326
"08/19/2024",3.286
"08/26/2024",3.212
"09/02/2024",3.191
"09/09/2024",3.12
"09/16/2024",3.057
"09/23/2024",3.074
"09/30/2024",3.087
"10/07/2024",3.026
"10/14/2024",3.069
"10/21/2024",3.044
"10/28/2024",3.005
"11/04/2024",2.975
"11/11/2024",2.962
"11/18/2024",2.95
"11/25/2024",2.946
"12/02/2024",2.936
"12/09/2024",2.912
"12/16/2024",2.933
"12/23/2024",2.935
"12/30/2024",2.914
"01/06/2025",2.958
"01/13/2025",2.95
"01/20/2025",3.011
"01/27/2025",3.006
"02/03/2025",2.972
"02/10/2025",3.022
"02/17/2025",3.021
"02/24/2025",2.997
"03/03/2025",2.951
"03/10/2025",2.947
"03/17/2025",2.943
"03/24/2025",2.999
"03/31/2025",3.04
"04/07/2025",3.118
"04/14/2025",3.043
"04/21/2025",3.02
"04/28/2025",3.013
"05/05/2025",3.031
"05/12/2025",2.986
"05/19/2025",3.041
"05/26/2025",3.03
"06/02/2025",3.008
"06/09/2025",2.99
"06/16/2025",3.023
"06/23/2025",3.102
"06/30/2025",3.047
"07/07/2025",3.013
"07/14/2025",3.018
"07/21/2025",3.018
"07/28/2025",3.023
"08/04/2025",3.036
"08/11/2025",3.016
"08/18/2025",3.018
"08/25/2025",3.038
"09/01/2025",3.058
"09/08/2025",3.069
"09/15/2025",3.036
"09/22/2025",3.05
"09/29/2025",2.994
"10/06/2025",3
"10/13/2025",2.932
"10/20/2025",2.898
"10/27/2025",2.92
"11/03/2025",2.898
"11/10/2025",2.927
"11/17/2025",2.939
"11/24/2025",2.936
"12/01/2025",2.854
"12/08/2025",2.819
"12/15/2025",2.773
"12/22/2025",2.72
"12/29/2025",2.69
"01/05/2026",2.681
"01/12/2026",2.665
"01/19/2026",2.7
"01/26/2026",2.747
"02/02/2026",2.747
"02/09/2026",2.77
"02/16/2026",2.79
"02/23/2026",2.796
"03/02/2026",2.884
"03/09/2026",3.364
"03/16/2026",3.566
"03/23/2026",3.788
"03/30/2026",3.814
"04/06/2026",3.947
"04/13/2026",3.962
"04/20/2026",3.885
